Year,Month,Day,Hour,Minute,Second,Millisecond,Voltage,Current
2025,07,16,16,33,56,042,0000,0000
2025,07,16,16,33,56,142,0000,0000
2025,07,16,16,33,56,242,0000,0000
2025,07,16,16,33,56,342,0000,0000
2025,07,16,16,33,56,442,0000,0000
2025,07,16,16,33,56,542,0000,0000
2025,07,16,16,33,56,642,0000,0000
2025,07,16,16,33,56,742,0000,0000
2025,07,16,16,33,56,843,0000,0000
2025,07,16,16,33,56,942,0000,0000
2025,07,16,16,33,57,042,0000,0000
2025,07,16,16,33,57,142,0000,0000
2025,07,16,16,33,57,242,0000,0000
2025,07,16,16,33,57,342,0000,0000
2025,07,16,16,33,57,442,0000,0000
2025,07,16,16,33,57,542,0000,0000
2025,07,16,16,33,57,642,0000,0000
2025,07,16,16,33,57,742,0000,0000
2025,07,16,16,33,57,842,0000,0000
2025,07,16,16,33,57,942,0000,0000
2025,07,16,16,33,58,043,0000,0000
2025,07,16,16,33,58,142,0000,0000
2025,07,16,16,33,58,243,0000,0000
2025,07,16,16,33,58,342,0000,0000
2025,07,16,16,33,58,443,0000,0000
2025,07,16,16,33,58,543,0000,0000
2025,07,16,16,33,58,643,0000,0000
2025,07,16,16,33,58,743,0000,0000
2025,07,16,16,33,58,843,0000,0000
2025,07,16,16,33,58,943,0000,0000
2025,07,16,16,33,59,043,0000,0000
2025,07,16,16,33,59,143,0000,0000
2025,07,16,16,33,59,243,0000,0000
2025,07,16,16,33,59,343,0000,0000
2025,07,16,16,33,59,443,0000,0000
2025,07,16,16,33,59,543,0000,0000
2025,07,16,16,33,59,643,0000,0000
2025,07,16,16,33,59,743,0000,0000
2025,07,16,16,33,59,843,0000,0000
2025,07,16,16,33,59,943,0000,0000
2025,07,16,16,34,00,043,0000,0000
2025,07,16,16,34,00,143,0000,0000
2025,07,16,16,34,00,243,0000,0000
2025,07,16,16,34,00,343,0000,0000
2025,07,16,16,34,00,443,0000,0000
2025,07,16,16,34,00,543,0000,0000
2025,07,16,16,34,00,643,0000,0000
2025,07,16,16,34,00,743,0000,0000
2025,07,16,16,34,00,843,0000,0000
2025,07,16,16,34,00,943,0000,0000
2025,07,16,16,34,01,043,0000,0000
2025,07,16,16,34,01,143,0000,0000
2025,07,16,16,34,01,243,0000,0000
2025,07,16,16,34,01,343,0000,0000
2025,07,16,16,34,01,443,0000,0000
2025,07,16,16,34,01,543,0000,0000
2025,07,16,16,34,01,643,0000,0000
2025,07,16,16,34,01,743,0000,0000
2025,07,16,16,34,01,843,0000,0000
2025,07,16,16,34,01,943,0000,0000
2025,07,16,16,34,02,043,0000,0000
2025,07,16,16,34,02,143,0000,0000
2025,07,16,16,34,02,243,0000,0000
2025,07,16,16,34,02,343,0000,0000
2025,07,16,16,34,02,443,0000,0000
2025,07,16,16,34,02,543,0000,0000
2025,07,16,16,34,02,643,0000,0000
2025,07,16,16,34,02,743,0000,0000
2025,07,16,16,34,02,843,0000,0000
2025,07,16,16,34,02,943,0000,0000
2025,07,16,16,34,03,043,0000,0000
2025,07,16,16,34,03,143,0000,0000
2025,07,16,16,34,03,243,0000,0000
2025,07,16,16,34,03,343,0000,0000
2025,07,16,16,34,03,443,0000,0000
2025,07,16,16,34,03,543,0000,0000
2025,07,16,16,34,03,643,0000,0000
2025,07,16,16,34,03,743,0000,0000
2025,07,16,16,34,03,843,0000,0000
2025,07,16,16,34,03,943,0000,0000
2025,07,16,16,34,04,043,0000,0000
2025,07,16,16,34,04,143,0000,0000
2025,07,16,16,34,04,243,0000,0000
2025,07,16,16,34,04,343,0000,0000
2025,07,16,16,34,04,444,0000,0000
2025,07,16,16,34,04,543,0000,0000
2025,07,16,16,34,04,643,0000,0000
2025,07,16,16,34,04,743,0000,0000
2025,07,16,16,34,04,844,0000,0000
2025,07,16,16,34,04,943,0000,0000
2025,07,16,16,34,05,044,0000,0000
2025,07,16,16,34,05,143,0000,0000
2025,07,16,16,34,05,243,0000,0000
2025,07,16,16,34,05,343,0000,0000
2025,07,16,16,34,05,444,0000,0000
2025,07,16,16,34,05,543,0000,0000
2025,07,16,16,34,05,644,0000,0000
2025,07,16,16,34,05,744,0000,0000
2025,07,16,16,34,05,844,0000,0000
2025,07,16,16,34,05,944,0000,0000
2025,07,16,16,34,06,044,0000,0000
2025,07,16,16,34,06,144,0000,0000
2025,07,16,16,34,06,244,0000,0000
2025,07,16,16,34,06,344,0000,0000
2025,07,16,16,34,06,444,0000,0000
2025,07,16,16,34,06,544,0000,0000
2025,07,16,16,34,06,644,0000,0000
2025,07,16,16,34,06,744,0000,0000
2025,07,16,16,34,06,844,0000,0000
2025,07,16,16,34,06,944,0000,0000
2025,07,16,16,34,07,044,0000,0000
2025,07,16,16,34,07,144,0000,0000
2025,07,16,16,34,07,244,0000,0000
2025,07,16,16,34,07,344,0000,0000
2025,07,16,16,34,07,444,0000,0000
2025,07,16,16,34,07,544,0000,0000
2025,07,16,16,34,07,644,0000,0000
2025,07,16,16,34,07,744,0000,0000
2025,07,16,16,34,07,844,0000,0000
2025,07,16,16,34,07,944,0000,0000
2025,07,16,16,34,08,044,0000,0000
2025,07,16,16,34,08,144,0000,0000
2025,07,16,16,34,08,244,0000,0000
2025,07,16,16,34,08,344,0000,0000
2025,07,16,16,34,08,444,0000,0000
2025,07,16,16,34,08,544,0000,0000
2025,07,16,16,34,08,644,0000,0000
2025,07,16,16,34,08,744,0000,0000
2025,07,16,16,34,08,844,0000,0000
2025,07,16,16,34,08,944,0000,0000
2025,07,16,16,34,09,044,0000,0000
2025,07,16,16,34,09,144,0000,0000
2025,07,16,16,34,09,244,0000,0000
2025,07,16,16,34,09,344,0000,0000
2025,07,16,16,34,09,444,0000,0000
2025,07,16,16,34,09,544,0000,0000
2025,07,16,16,34,09,644,0000,0000
2025,07,16,16,34,09,744,0000,0000
2025,07,16,16,34,09,844,0000,0000
2025,07,16,16,34,09,944,0000,0000
2025,07,16,16,34,10,044,0000,0000
2025,07,16,16,34,10,144,0000,0000
2025,07,16,16,34,10,244,0000,0000
2025,07,16,16,34,10,344,0000,0000
2025,07,16,16,34,10,444,0000,0000
2025,07,16,16,34,10,544,0000,0000
2025,07,16,16,34,10,644,0000,0000
2025,07,16,16,34,10,744,0000,0000
2025,07,16,16,34,10,844,0000,0000
2025,07,16,16,34,10,944,0000,0000
2025,07,16,16,34,11,044,0000,0000
2025,07,16,16,34,11,144,0000,0000
2025,07,16,16,34,11,244,0000,0000
2025,07,16,16,34,11,344,0000,0000
2025,07,16,16,34,11,444,0000,0000
2025,07,16,16,34,11,544,0000,0000
2025,07,16,16,34,11,644,0000,0000
2025,07,16,16,34,11,744,0000,0000
2025,07,16,16,34,11,844,0000,0000
2025,07,16,16,34,11,944,0000,0000
2025,07,16,16,34,12,044,0000,0000
2025,07,16,16,34,12,144,0000,0000
2025,07,16,16,34,12,244,0000,0000
2025,07,16,16,34,12,344,0000,0000
2025,07,16,16,34,12,444,0000,0000
2025,07,16,16,34,12,544,0000,0000
2025,07,16,16,34,12,645,0000,0000
2025,07,16,16,34,12,744,0000,0000
2025,07,16,16,34,12,844,0000,0000
2025,07,16,16,34,12,944,0000,0000
2025,07,16,16,34,13,044,0000,0000
2025,07,16,16,34,13,144,0000,0000
2025,07,16,16,34,13,244,0000,0000
2025,07,16,16,34,13,344,0000,0000
2025,07,16,16,34,13,444,0000,0000
2025,07,16,16,34,13,544,0000,0000
2025,07,16,16,34,13,644,0000,0000
2025,07,16,16,34,13,744,0000,0000
2025,07,16,16,34,13,844,0000,0000
2025,07,16,16,34,13,944,0000,0000
2025,07,16,16,34,14,044,0000,0000
2025,07,16,16,34,14,144,0000,0000
2025,07,16,16,34,14,244,0000,0000
2025,07,16,16,34,14,344,0000,0000
2025,07,16,16,34,14,445,0000,0000
2025,07,16,16,34,14,544,0000,0000
2025,07,16,16,34,14,644,0000,0000
2025,07,16,16,34,14,745,0000,0000
2025,07,16,16,34,14,845,0000,0000
2025,07,16,16,34,14,945,0000,0000
2025,07,16,16,34,15,044,0000,0000
2025,07,16,16,34,15,145,0000,0000
2025,07,16,16,34,15,245,0000,0000
2025,07,16,16,34,15,345,0000,0000
2025,07,16,16,34,15,445,0000,0000
2025,07,16,16,34,15,545,0000,0000
2025,07,16,16,34,15,645,0000,0000
2025,07,16,16,34,15,745,0000,0000
2025,07,16,16,34,15,845,0000,0000
2025,07,16,16,34,15,945,0000,0000
2025,07,16,16,34,16,045,0000,0000
2025,07,16,16,34,16,145,0000,0000
2025,07,16,16,34,16,245,0000,0000
2025,07,16,16,34,16,345,0000,0000
2025,07,16,16,34,16,445,0000,0000
2025,07,16,16,34,16,545,0000,0000
2025,07,16,16,34,16,645,0000,0000
2025,07,16,16,34,16,745,0000,0000
2025,07,16,16,34,16,845,0000,0000
2025,07,16,16,34,16,945,0000,0000
2025,07,16,16,34,17,045,0000,0000
2025,07,16,16,34,17,145,0000,0000
2025,07,16,16,34,17,245,0000,0000
2025,07,16,16,34,17,345,0000,0000
2025,07,16,16,34,17,445,0000,0000
2025,07,16,16,34,17,545,0000,0000
2025,07,16,16,34,17,645,0000,0000
2025,07,16,16,34,17,745,0000,0000
2025,07,16,16,34,17,845,0000,0000
2025,07,16,16,34,17,945,0000,0000
2025,07,16,16,34,18,045,0000,0000
2025,07,16,16,34,18,145,0000,0000
2025,07,16,16,34,18,245,0000,0000
2025,07,16,16,34,18,345,0000,0000
2025,07,16,16,34,18,445,0000,0000
2025,07,16,16,34,18,545,0000,0000
2025,07,16,16,34,18,645,0000,0000
2025,07,16,16,34,18,745,0000,0000
2025,07,16,16,34,18,845,0000,0000
2025,07,16,16,34,18,945,0000,0000
2025,07,16,16,34,19,045,0000,0000
2025,07,16,16,34,19,145,0000,0000
2025,07,16,16,34,19,245,0000,0000
2025,07,16,16,34,19,345,0000,0000
2025,07,16,16,34,19,445,0000,0000
2025,07,16,16,34,19,545,0000,0000
2025,07,16,16,34,19,645,0000,0000
2025,07,16,16,34,19,745,0000,0000
2025,07,16,16,34,19,845,0000,0000
2025,07,16,16,34,19,945,0000,0000
2025,07,16,16,34,20,045,0000,0000
2025,07,16,16,34,20,145,0000,0000
2025,07,16,16,34,20,245,0000,0000
2025,07,16,16,34,20,345,0000,0000
2025,07,16,16,34,20,445,0000,0000
2025,07,16,16,34,20,545,0000,0000
2025,07,16,16,34,20,645,0000,0000
2025,07,16,16,34,20,745,0000,0000
2025,07,16,16,34,20,845,0000,0000
2025,07,16,16,34,20,945,0000,0000
2025,07,16,16,34,21,045,0000,0000
2025,07,16,16,34,21,145,0000,0000
2025,07,16,16,34,21,245,0000,0000
2025,07,16,16,34,21,345,0000,0000
2025,07,16,16,34,21,445,0000,0000
2025,07,16,16,34,21,545,0000,0000
2025,07,16,16,34,21,645,0000,0000
2025,07,16,16,34,21,745,0000,0000
2025,07,16,16,34,21,845,0000,0000
2025,07,16,16,34,21,945,0000,0000
2025,07,16,16,34,22,045,0000,0000
2025,07,16,16,34,22,145,0000,0000
2025,07,16,16,34,22,245,0000,0000
2025,07,16,16,34,22,345,0000,0000
2025,07,16,16,34,22,445,0000,0000
2025,07,16,16,34,22,545,0000,0000
2025,07,16,16,34,22,645,0000,0000
2025,07,16,16,34,22,745,0000,0000
2025,07,16,16,34,22,845,0000,0000
2025,07,16,16,34,22,945,0000,0000
2025,07,16,16,34,23,045,0000,0000
2025,07,16,16,34,23,145,0000,0000
2025,07,16,16,34,23,245,0000,0000
2025,07,16,16,34,23,345,0000,0000
2025,07,16,16,34,23,445,0000,0000
2025,07,16,16,34,23,545,0000,0000
2025,07,16,16,34,23,645,0000,0000
2025,07,16,16,34,23,745,0000,0000
2025,07,16,16,34,23,845,0000,0000
2025,07,16,16,34,23,945,0000,0000
2025,07,16,16,34,24,045,0000,0000
2025,07,16,16,34,24,145,0000,0000
2025,07,16,16,34,24,245,0000,0000
2025,07,16,16,34,24,345,0000,0000
2025,07,16,16,34,24,446,0000,0000
2025,07,16,16,34,24,545,0000,0000
2025,07,16,16,34,24,645,0000,0000
2025,07,16,16,34,24,746,0000,0000
2025,07,16,16,34,24,845,0000,0000
2025,07,16,16,34,24,945,0000,0000
2025,07,16,16,34,25,046,0000,0000
2025,07,16,16,34,25,145,0000,0000
2025,07,16,16,34,25,246,0000,0000
2025,07,16,16,34,25,345,0000,0000
2025,07,16,16,34,25,446,0000,0000
2025,07,16,16,34,25,545,0000,0000
2025,07,16,16,34,25,645,0000,0000
2025,07,16,16,34,25,745,0000,0000
2025,07,16,16,34,25,845,0000,0000
2025,07,16,16,34,25,945,0000,0000
2025,07,16,16,34,26,046,0000,0000
2025,07,16,16,34,26,146,0000,0000
2025,07,16,16,34,26,245,0000,0000
2025,07,16,16,34,26,346,0000,0000
2025,07,16,16,34,26,445,0000,0000
2025,07,16,16,34,26,546,0000,0000
2025,07,16,16,34,26,646,0000,0000
2025,07,16,16,34,26,746,0000,0000
2025,07,16,16,34,26,846,0000,0000
2025,07,16,16,34,26,946,0000,0000
2025,07,16,16,34,27,046,0000,0000
2025,07,16,16,34,27,146,0000,0000
2025,07,16,16,34,27,246,0000,0000
2025,07,16,16,34,27,346,0000,0000
2025,07,16,16,34,27,446,0000,0000
2025,07,16,16,34,27,546,0000,0000
2025,07,16,16,34,27,646,0000,0000
2025,07,16,16,34,27,746,0000,0000
2025,07,16,16,34,27,846,0000,0000
2025,07,16,16,34,27,946,0000,0000
2025,07,16,16,34,28,046,0000,0000
2025,07,16,16,34,28,146,0000,0000
2025,07,16,16,34,28,246,0000,0000
2025,07,16,16,34,28,346,0000,0000
2025,07,16,16,34,28,446,0000,0000
2025,07,16,16,34,28,546,0000,0000
2025,07,16,16,34,28,646,0000,0000
2025,07,16,16,34,28,746,0000,0000
2025,07,16,16,34,28,846,0000,0000
2025,07,16,16,34,28,946,0000,0000
2025,07,16,16,34,29,046,0000,0000
2025,07,16,16,34,29,146,0000,0000
2025,07,16,16,34,29,246,0000,0000
2025,07,16,16,34,29,346,0000,0000
2025,07,16,16,34,29,446,0000,0000
2025,07,16,16,34,29,546,0000,0000
2025,07,16,16,34,29,646,0000,0000
2025,07,16,16,34,29,746,0000,0000
2025,07,16,16,34,29,846,0000,0000
2025,07,16,16,34,29,946,0000,0000
2025,07,16,16,34,30,046,0000,0000
2025,07,16,16,34,30,146,0000,0000
2025,07,16,16,34,30,246,0000,0000
2025,07,16,16,34,30,346,0000,0000
2025,07,16,16,34,30,446,0000,0000
2025,07,16,16,34,30,546,0000,0000
2025,07,16,16,34,30,646,0000,0000
2025,07,16,16,34,30,746,0000,0000
2025,07,16,16,34,30,846,0000,0000
2025,07,16,16,34,30,946,0000,0000
2025,07,16,16,34,31,046,0000,0000
2025,07,16,16,34,31,146,0000,0000
2025,07,16,16,34,31,246,0000,0000
2025,07,16,16,34,31,346,0000,0000
2025,07,16,16,34,31,446,0000,0000
2025,07,16,16,34,31,546,0000,0000
2025,07,16,16,34,31,646,0000,0000
2025,07,16,16,34,31,746,0000,0000
2025,07,16,16,34,31,846,0000,0000
2025,07,16,16,34,31,946,0000,0000
2025,07,16,16,34,32,046,0000,0000
2025,07,16,16,34,32,146,0000,0000
2025,07,16,16,34,32,246,0000,0000
2025,07,16,16,34,32,346,0000,0000
2025,07,16,16,34,32,446,0000,0000
2025,07,16,16,34,32,546,0000,0000
2025,07,16,16,34,32,646,0000,0000
2025,07,16,16,34,32,746,0000,0000
2025,07,16,16,34,32,846,0000,0000
2025,07,16,16,34,32,946,0000,0000
2025,07,16,16,34,33,046,0000,0000
2025,07,16,16,34,33,146,0000,0000
2025,07,16,16,34,33,246,0000,0000
2025,07,16,16,34,33,346,0000,0000
2025,07,16,16,34,33,446,0000,0000
2025,07,16,16,34,33,546,0000,0000
2025,07,16,16,34,33,646,0000,0000
2025,07,16,16,34,33,746,0000,0000
2025,07,16,16,34,33,846,0000,0000
2025,07,16,16,34,33,946,0000,0000
2025,07,16,16,34,34,046,0000,0000
2025,07,16,16,34,34,146,0000,0000
2025,07,16,16,34,34,246,0000,0000
2025,07,16,16,34,34,346,0000,0000
2025,07,16,16,34,34,446,0000,0000
2025,07,16,16,34,34,546,0000,0000
2025,07,16,16,34,34,646,0000,0000
2025,07,16,16,34,34,746,0000,0000
2025,07,16,16,34,34,846,0000,0000
2025,07,16,16,34,34,946,0000,0000
2025,07,16,16,34,35,046,0000,0000
2025,07,16,16,34,35,146,0000,0000
2025,07,16,16,34,35,246,0000,0000
2025,07,16,16,34,35,346,0000,0000
2025,07,16,16,34,35,446,0000,0000
2025,07,16,16,34,35,546,0000,0000
2025,07,16,16,34,35,646,0000,0000
2025,07,16,16,34,35,746,0000,0000
2025,07,16,16,34,35,846,0000,0000
2025,07,16,16,34,35,946,0000,0000
2025,07,16,16,34,36,046,0000,0000
2025,07,16,16,34,36,146,0000,0000
2025,07,16,16,34,36,246,0000,0000
2025,07,16,16,34,36,346,0000,0000
2025,07,16,16,34,36,446,0000,0000
2025,07,16,16,34,36,546,0000,0000
2025,07,16,16,34,36,647,0000,0000
2025,07,16,16,34,36,746,0000,0000
2025,07,16,16,34,36,846,0000,0000
2025,07,16,16,34,36,946,0000,0000
2025,07,16,16,34,37,046,0000,0000
2025,07,16,16,34,37,146,0000,0000
2025,07,16,16,34,37,246,0000,0000
2025,07,16,16,34,37,346,0000,0000
2025,07,16,16,34,37,447,0000,0000
2025,07,16,16,34,37,546,0000,0000
2025,07,16,16,34,37,646,0000,0000
2025,07,16,16,34,39,709,3205.2,0000
2025,07,16,16,34,39,746,3205.2,0000
2025,07,16,16,34,39,847,3205.2,0000
2025,07,16,16,34,39,947,4713.18,0000
2025,07,16,16,34,40,047,4713.18,0000
2025,07,16,16,34,40,147,4947.26,0000
2025,07,16,16,34,40,246,4947.26,0000
2025,07,16,16,34,40,347,4947.26,0000
2025,07,16,16,34,40,447,4984.48,0000
2025,07,16,16,34,40,547,4984.48,0000
2025,07,16,16,34,40,647,4984.48,0000
2025,07,16,16,34,40,747,4991.78,0000
2025,07,16,16,34,40,847,4991.78,0000
2025,07,16,16,34,40,947,4994.25,0000
2025,07,16,16,34,41,047,4994.25,0000
2025,07,16,16,34,41,147,4994.25,0000
2025,07,16,16,34,41,247,4995.53,0000
2025,07,16,16,34,41,347,4995.53,0000
2025,07,16,16,34,41,447,4995.53,0000
2025,07,16,16,34,41,547,4996.26,0000
2025,07,16,16,34,41,647,4996.26,0000
2025,07,16,16,34,41,747,4996.85,0000
2025,07,16,16,34,41,847,4996.85,0000
2025,07,16,16,34,41,947,4996.85,0000
2025,07,16,16,34,42,047,4997.32,0000
2025,07,16,16,34,42,147,4997.32,0000
2025,07,16,16,34,42,247,4997.32,0000
2025,07,16,16,34,42,347,4997.61,0000
2025,07,16,16,34,42,447,4997.61,0000
2025,07,16,16,34,42,547,4997.89,0000
2025,07,16,16,34,42,647,4997.89,0000
2025,07,16,16,34,42,747,4997.89,0000
2025,07,16,16,34,42,847,4998.12,0000
2025,07,16,16,34,42,947,4998.12,0000
2025,07,16,16,34,43,047,4998.12,0000
2025,07,16,16,34,43,147,4998.37,0000
2025,07,16,16,34,43,247,4998.37,0000
2025,07,16,16,34,43,347,4998.45,0000
2025,07,16,16,34,43,447,4998.45,0000
2025,07,16,16,34,43,547,4998.45,0000
2025,07,16,16,34,43,647,4998.68,0000
2025,07,16,16,34,43,747,4998.68,0000
2025,07,16,16,34,43,847,4998.68,0000
2025,07,16,16,34,43,947,4998.8,0000
2025,07,16,16,34,44,047,4998.8,0000
2025,07,16,16,34,44,147,4998.93,0000
2025,07,16,16,34,44,247,4998.93,0000
2025,07,16,16,34,44,347,4998.93,0000
2025,07,16,16,34,44,447,4999.02,0000
2025,07,16,16,34,44,547,4999.02,0000
2025,07,16,16,34,44,647,4999.02,0000
2025,07,16,16,34,44,747,4999.12,0000
2025,07,16,16,34,44,847,4999.12,0000
2025,07,16,16,34,44,947,4999.2,0000
2025,07,16,16,34,45,047,4999.2,0000
2025,07,16,16,34,45,147,4999.2,0000
2025,07,16,16,34,45,247,4999.25,0000
2025,07,16,16,34,45,347,4999.25,0000
2025,07,16,16,34,45,447,4999.25,0000
2025,07,16,16,34,45,547,4999.29,0000
2025,07,16,16,34,45,647,4999.29,20.8268
2025,07,16,16,34,45,747,4999.27,20.8268
2025,07,16,16,34,45,847,4999.27,20.8268
2025,07,16,16,34,45,947,4999.27,120.486
2025,07,16,16,34,46,047,4999.38,120.486
2025,07,16,16,34,46,147,4999.38,296.35
2025,07,16,16,34,46,247,4999.38,296.35
2025,07,16,16,34,46,347,4999.41,296.35
2025,07,16,16,34,46,447,4999.41,438.422
2025,07,16,16,34,46,547,4999.53,438.422
2025,07,16,16,34,46,647,4999.53,438.422
2025,07,16,16,34,46,747,4999.53,531.678
2025,07,16,16,34,46,847,4999.58,531.678
2025,07,16,16,34,46,947,4999.58,630.119
2025,07,16,16,34,47,047,4999.58,630.119
2025,07,16,16,34,47,147,4627.67,630.119
2025,07,16,16,34,47,247,4627.67,619.898
2025,07,16,16,34,47,347,4422.49,619.898
2025,07,16,16,34,47,447,4422.49,619.898
2025,07,16,16,34,47,547,4422.49,619.91
2025,07,16,16,34,47,647,4996.73,619.91
2025,07,16,16,34,47,747,4996.73,133.104
2025,07,16,16,34,47,847,4996.73,133.104
2025,07,16,16,34,47,947,4998.88,133.104
2025,07,16,16,34,48,047,4998.88,40.4237
2025,07,16,16,34,48,147,4999.77,40.4237
2025,07,16,16,34,48,247,4999.77,40.4237
2025,07,16,16,34,48,347,4999.77,0000
2025,07,16,16,34,48,447,4999.78,0000
2025,07,16,16,34,48,547,4999.78,0000
2025,07,16,16,34,48,647,4999.78,0000
2025,07,16,16,34,48,747,4999.9,0000
2025,07,16,16,34,48,847,4999.9,0000
2025,07,16,16,34,48,947,4999.81,0000
2025,07,16,16,34,49,047,4999.81,0000
2025,07,16,16,34,49,147,4999.81,0000
2025,07,16,16,34,49,247,4999.85,0000
2025,07,16,16,34,49,347,4999.85,0000
2025,07,16,16,34,49,447,4999.85,0000
2025,07,16,16,34,49,547,4999.96,0000
2025,07,16,16,34,49,647,4999.96,65.3583
2025,07,16,16,34,49,747,4999.9,65.3583
2025,07,16,16,34,49,847,4999.9,65.3583
2025,07,16,16,34,49,947,4999.9,20.8965
2025,07,16,16,34,50,047,5000.02,20.8965
2025,07,16,16,34,50,147,5000.02,0000
2025,07,16,16,34,50,247,5000.02,0000
2025,07,16,16,34,50,347,4999.95,0000
2025,07,16,16,34,50,447,4999.95,0000
2025,07,16,16,34,50,547,5000,0000
2025,07,16,16,34,50,647,5000,0000
2025,07,16,16,34,50,747,5000,0000
2025,07,16,16,34,50,847,5000.01,0000
2025,07,16,16,34,50,947,5000.01,0000
2025,07,16,16,34,51,047,5000.01,0000
2025,07,16,16,34,51,147,5000.01,0000
2025,07,16,16,34,51,247,5000.01,0000
2025,07,16,16,34,51,347,5000.08,0000
2025,07,16,16,34,51,447,5000.08,0000
2025,07,16,16,34,51,547,5000.08,0000
2025,07,16,16,34,51,647,5000.12,0000
2025,07,16,16,34,51,747,5000.12,0000
2025,07,16,16,34,51,847,5000.12,0000
2025,07,16,16,34,51,947,5000.19,0000
2025,07,16,16,34,52,047,5000.19,0000
2025,07,16,16,34,52,147,5000.13,0000
2025,07,16,16,34,52,247,5000.13,0000
2025,07,16,16,34,52,347,5000.13,0000
2025,07,16,16,34,52,447,5000.16,0000
2025,07,16,16,34,52,547,5000.16,0000
2025,07,16,16,34,52,647,5000.16,0000
2025,07,16,16,34,52,747,5000.15,0000
2025,07,16,16,34,52,847,5000.15,0000
2025,07,16,16,34,52,947,5000.15,0000
2025,07,16,16,34,53,047,5000.15,0000
2025,07,16,16,34,53,147,5000.15,0000
2025,07,16,16,34,53,247,5000.19,0000
2025,07,16,16,34,53,347,5000.19,0000
2025,07,16,16,34,53,447,5000.19,0000
2025,07,16,16,34,53,547,5000.19,0000
2025,07,16,16,34,53,647,5000.19,0000
2025,07,16,16,34,53,747,5000.21,0000
2025,07,16,16,34,53,847,5000.21,0000
2025,07,16,16,34,53,948,5000.21,0000
2025,07,16,16,34,54,047,5000.23,0000
2025,07,16,16,34,54,147,5000.23,0000
2025,07,16,16,34,54,247,5000.23,0000
2025,07,16,16,34,54,347,5000.24,0000
2025,07,16,16,34,54,447,5000.24,0000
2025,07,16,16,34,54,547,5000.24,0000
2025,07,16,16,34,54,647,5000.24,0000
2025,07,16,16,34,54,747,5000.24,0000
2025,07,16,16,34,54,848,5000.29,0000
2025,07,16,16,34,54,947,5000.29,0000
2025,07,16,16,34,55,048,5000.29,0000
2025,07,16,16,34,55,147,4999.98,0000
2025,07,16,16,34,55,247,4999.98,63.5868
2025,07,16,16,34,55,347,5000.27,63.5868
